cid,text,time,author,channel,votes,photo,heart,reply,time_parsed
Ugz9brEIzzaOqP5o-R94AaABAg,Suntiknya suntik canggih. Gak masuk kali vaksin nya,1 tahun yang lalu,@mynameismaya721,UCyaUtQV1d9J-r3UL2jZu5lw,0,https://yt3.ggpht.com/nK8NfC2ybAyiU-g-R5RFz4rFlIJWA5ztvsaYXT6M5VlNrPoPXouH7TWeIKBUMGTtdRO0Noqs-Q=s176-c-k-c0x00ffffff-no-rj,false,false,1649931397.236634
Ugwrtzx-1QPcvNMnzKd4AaABAg,Dokternya sampe Tremor gitu😌,1 tahun yang lalu,@deahenalia1260,UCdsa_Fj2adY_tw0QnPg9MOQ,0,https://yt3.ggpht.com/J1VZdROeKUQis9PKqKHZef-9be6YEsj4F5EVwvuvlzN6RrAF7E5CwoCxF6y_ewcVeTC_8yZSdA=s176-c-k-c0x00ffffff-no-rj,false,false,1649931397.240988
UgxEXmNZfAFQj0I_jHV4AaABAg,"Saya sudah paksinasi tgl,23 /10/2021,, terasa pegal ,seperti sesudah dipukul,😂soal badan ga,apa2 tetap sehat, makan nasi makin mantap slalu nambah,terima kasih pemerintah ,semoga berhasil atas izin Alloh swt",1 tahun yang lalu (diedit),@arjunavgan4809,UC7r55VNgVT34H6P0bTKZnWw,0,https://yt3.ggpht.com/eVIhZtmGqW7uYdFE5dnKvWgWZYTaUcdDKlBL9-od1wz99U7tDr-7Xm2qPyNMJAp4UlzrXuMb-w=s176-c-k-c0x00ffffff-no-rj,false,false,1649931397.245132
Ugy31Nq1FI4MLIrPW-V4AaABAg,Tukang suntiknya tremor parah🤣🤣🤣waktu lagi nyuntik,1 tahun yang lalu,@brandenkent7926,UCLfwOtGZ2AoTahLGKm80yFQ,0,https://yt3.ggpht.com/ytc/AGIKgqNIslv-mZnRuc9BtgKX50RzBoHBooN1tMUtW5RfcWbkEko2bGpxYjE-QlSrXGCm=s176-c-k-c0x00ffffff-no-rj,false,false,1649931397.248282
UgyQ7Jo9UOFVECWuL0N4AaABAg,maag mau tanya kak itu cairan vaksinnya bener2 masuk ga ya? klaw cairan yg  berwarna biru didalam suntikan itu cairan vaksinnya apa bukan si🤔,1 tahun yang lalu,@aniani1069,UC_LLEnfFcC71BYZQIQFIaKQ,0,https://yt3.ggpht.com/ytc/AGIKgqNfnrpeA5gTk69msKBriczYUmt9z8mP3bq1Xg=s176-c-k-c0x00ffffff-no-rj,false,false,1649931397.251974
UgwNkgDhAKHOUuQizwp4AaABAg,Dokternya kok gemetar pk,1 tahun yang lalu,@ismailarif6375,UCBn8cEyR1b6RcynffUl-img,0,https://yt3.ggpht.com/ytc/AGIKgqPRWENEqbvZXIo9bO4m2cZyPL9_JAwq0PjiDQ=s176-c-k-c0x00ffffff-no-rj,false,false,1649931397.255038
Ugxr-QPe3-tztWLp0Ex4AaABAg,Tangan dokternya getaar hihihi,1 tahun yang lalu,@carlosfortes3775,UCzA1Vi0Zlv84MfEp0lhMMHg,0,https://yt3.ggpht.com/B1m6qVa6SSlOtNCzLpQbu_CjcVayN0vcABTLrrW04W6bM1xgZKR3P-aFdVGvdD1cIItIy1_-=s176-c-k-c0x00ffffff-no-rj,false,false,1649931397.258076
UgydpaeQ75cWjyd_Bit4AaABAg,5:32 - 5:46 cairannya kayak ga di masukkin ya?? Mau nanya doang netizenn!!!,1 tahun yang lalu,@praspipta8129,UCVN2uMUeSyTxecPUIW2QhnQ,0,https://yt3.ggpht.com/ytc/AGIKgqNtqarZHT70lUoxMj217X6Lk-hBffLaczxHTVXAwg=s176-c-k-c0x00ffffff-no-rj,false,false,1649931397.261476
UgzsRGggFwamDLwt2Rp4AaABAg,Bpk kenapa sinovac sekarang kgg ada bpk saya mau vaksin kalau bukan sinovac bpk saya tidak mau,1 tahun yang lalu,@ningsihningsih7755,UCWSZ6yZjZJeFtcpLQ2kvt6Q,0,https://yt3.ggpht.com/ytc/AGIKgqMNGJEVZ-2YHQespL8W52s8th0RnXtPC6CLDQ=s176-c-k-c0x00ffffff-no-rj,false,false,1649931397.265322
UgwFx-3XiwiGy0Xby8h4AaABAg,"Info merk VAKSIN yang di suntikan pak de itu ,,apa,,??",1 tahun yang lalu,@felani8768,UC3rqG1dQyDePOnat64FRoyg,0,https://yt3.ggpht.com/ytc/AGIKgqN0uc4NgyeWmgYrg6Bo37y-KZneSk9Wsvn4zB_B0g=s176-c-k-c0x00ffffff-no-rj,false,false,1649931397.269
